perfil,Re,Mach,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
hs1404,300000,0.1,5.0,0.8934,0.01802,0.01053,-0.076,0.0198,1.0
hs1404,300000,0.1,6.0,0.9869,0.02826,0.02206,-0.0701,0.0078,1.0
hs1430,200000,0.1,0.0,0.2776,0.02022,0.01124,-0.0578,0.6223,0.34
hs1430,200000,0.1,1.0,0.3066,0.02059,0.01164,-0.0412,0.5232,0.3953
hs1430,200000,0.1,2.0,0.287,0.02218,0.01397,-0.0162,0.38,0.727
hs1430,200000,0.1,3.0,0.3562,0.02548,0.01742,-0.0083,0.3343,0.8742
hs1430,200000,0.1,4.0,0.4714,0.02892,0.02063,-0.01,0.3192,0.9376
hs1430,200000,0.1,5.0,0.6489,0.03257,0.02385,-0.025,0.3094,0.9672
hs1430,200000,0.1,6.0,0.8224,0.03501,0.02618,-0.0401,0.3029,0.9847
hs1430,200000,0.1,7.0,0.9945,0.03691,0.02793,-0.0554,0.2972,0.9989
hs1430,200000,0.1,8.0,1.0817,0.03731,0.02804,-0.0536,0.2923,1.0
hs1430,200000,0.1,9.0,1.1242,0.03866,0.02951,-0.0437,0.2881,1.0
hs1430,200000,0.1,10.0,1.1783,0.04023,0.03108,-0.0361,0.2822,1.0
hs1430,200000,0.1,11.0,1.2587,0.04179,0.03251,-0.033,0.2759,1.0
hs1430,200000,0.1,12.0,1.2822,0.04472,0.03566,-0.0217,0.2688,1.0
hs1430,200000,0.1,13.0,1.3462,0.04721,0.03812,-0.0171,0.2612,1.0
hs1430,200000,0.1,14.0,1.3834,0.05064,0.04163,-0.0096,0.2529,1.0
hs1430,200000,0.1,15.0,1.3895,0.05657,0.04789,-0.0003,0.2448,1.0
hs1430,200000,0.1,16.0,1.408,0.0629,0.05444,0.0056,0.2372,1.0
hs1430,200000,0.1,17.0,1.475,0.06669,0.05818,0.0063,0.2304,1.0
hs1430,250000,0.1,0.0,0.2363,0.01968,0.01056,-0.0484,0.5401,0.3133
hs1430,250000,0.1,2.0,0.2672,0.02318,0.01392,-0.0139,0.3192,0.5182
hs1430,250000,0.1,3.0,0.3298,0.02415,0.01612,-0.0048,0.3053,0.8139
hs1430,250000,0.1,4.0,0.4287,0.02704,0.0191,-0.0028,0.2972,0.9262
hs1430,250000,0.1,5.0,0.5861,0.03064,0.02245,-0.0139,0.2911,0.9619
hs1430,250000,0.1,6.0,0.7526,0.03349,0.02518,-0.0277,0.2861,0.9799
hs1430,250000,0.1,7.0,0.9152,0.03583,0.02738,-0.0412,0.2817,0.9942
hs1430,250000,0.1,8.0,1.0385,0.03697,0.02828,-0.0466,0.2774,1.0
hs1430,250000,0.1,9.0,1.0869,0.03813,0.0295,-0.0379,0.2741,1.0
hs1430,250000,0.1,10.0,1.1383,0.03965,0.03103,-0.03,0.2691,1.0
hs1430,250000,0.1,11.0,1.2274,0.04058,0.03174,-0.0281,0.2635,1.0
hs1430,250000,0.1,12.0,1.2531,0.0434,0.03482,-0.0174,0.2581,1.0
hs1430,250000,0.1,13.0,1.3411,0.04471,0.03591,-0.0159,0.2513,1.0
hs1430,250000,0.1,14.0,1.3489,0.04913,0.04066,-0.005,0.244,1.0
hs1430,250000,0.1,15.0,1.3958,0.05299,0.04462,-0.0003,0.2366,1.0
hs1430,250000,0.1,16.0,1.4543,0.05668,0.0483,0.0022,0.2294,1.0
hs1430,250000,0.1,17.0,1.4871,0.06219,0.05399,0.006,0.2225,1.0
hs1430,300000,0.1,0.0,0.1546,0.02105,0.01132,-0.0321,0.3911,0.2932
hs1430,300000,0.1,1.0,0.1973,0.02298,0.01279,-0.0202,0.3081,0.3098
hs1430,300000,0.1,2.0,0.2663,0.02391,0.01396,-0.0137,0.2933,0.3634
hs1430,300000,0.1,3.0,0.3296,0.02364,0.01544,-0.0057,0.2869,0.7468
hs1430,300000,0.1,4.0,0.4165,0.02581,0.01813,-0.0013,0.2819,0.9052
hs1430,300000,0.1,6.0,0.7036,0.03221,0.02427,-0.0187,0.2739,0.9769
hs1430,300000,0.1,7.0,0.8604,0.03491,0.02688,-0.0312,0.2705,0.9911
hs1430,300000,0.1,8.0,1.0012,0.03713,0.02899,-0.0409,0.2667,1.0
hs1430,300000,0.1,9.0,1.0697,0.03781,0.0295,-0.0354,0.2632,1.0
hs1430,300000,0.1,10.0,1.1128,0.03954,0.03133,-0.0264,0.2593,1.0
hs1430,300000,0.1,11.0,1.1693,0.04116,0.03294,-0.0198,0.2549,1.0
hs1430,300000,0.1,12.0,1.2384,0.04267,0.03438,-0.0154,0.2498,1.0
hs1430,300000,0.1,13.0,1.2786,0.0455,0.03736,-0.0078,0.2442,1.0
hs1430,300000,0.1,14.0,1.3337,0.04826,0.04014,-0.003,0.2376,1.0
hs1430,300000,0.1,15.0,1.3999,0.0509,0.04271,-0.0004,0.2309,1.0
hs1430,300000,0.1,16.0,1.4264,0.05653,0.04859,0.0048,0.2236,1.0
hs1430,300000,0.1,17.0,1.4663,0.06196,0.05418,0.0075,0.2168,1.0
hs1606,200000,0.1,0.0,0.5709,0.01317,0.00612,-0.1348,0.9167,0.3126
hs1606,200000,0.1,1.0,0.6805,0.01136,0.00581,-0.1329,0.8918,1.0
hs1606,200000,0.1,2.0,0.792,0.01126,0.00567,-0.131,0.8625,1.0
hs1606,200000,0.1,3.0,0.8973,0.01109,0.00566,-0.1274,0.8193,1.0
hs1606,200000,0.1,4.0,0.994,0.01051,0.00511,-0.1209,0.7017,1.0
hs1606,200000,0.1,5.0,1.0662,0.01361,0.00642,-0.1121,0.3428,1.0
hs1606,200000,0.1,6.0,1.1238,0.02004,0.0112,-0.1033,0.061,1.0
hs1606,200000,0.1,7.0,1.2021,0.02549,0.01693,-0.0972,0.047,1.0
hs1606,200000,0.1,8.0,1.2967,0.03482,0.0269,-0.094,0.0383,1.0
hs1606,200000,0.1,9.0,1.3515,0.04369,0.03711,-0.0854,0.0261,1.0
hs1606,200000,0.1,11.0,1.2798,0.0701,0.0659,-0.0571,0.0172,1.0
hs1606,200000,0.1,12.0,1.194,0.09261,0.08918,-0.0593,0.0177,1.0
hs1606,250000,0.1,0.0,0.5803,0.01119,0.00448,-0.1336,0.897,0.2891
hs1606,250000,0.1,1.0,0.6838,0.00944,0.00436,-0.1309,0.8735,1.0
hs1606,250000,0.1,2.0,0.7915,0.00958,0.00443,-0.1287,0.8423,1.0
hs1606,250000,0.1,3.0,0.8973,0.00953,0.00446,-0.1257,0.7963,1.0
hs1606,250000,0.1,4.0,0.9932,0.00954,0.00413,-0.1198,0.6258,1.0
hs1606,250000,0.1,5.0,1.0655,0.01333,0.00611,-0.1125,0.2748,1.0
hs1606,250000,0.1,6.0,1.1299,0.01919,0.01071,-0.1048,0.0519,1.0
hs1606,250000,0.1,7.0,1.208,0.02407,0.01588,-0.0988,0.0402,1.0
hs1606,250000,0.1,8.0,1.2993,0.031,0.02356,-0.0946,0.0333,1.0
hs1606,250000,0.1,9.0,1.3631,0.03764,0.03104,-0.0877,0.0209,1.0
hs1606,300000,0.1,0.0,0.579,0.01005,0.00358,-0.1314,0.8811,0.271
hs1606,300000,0.1,1.0,0.6818,0.00834,0.00358,-0.1289,0.8575,1.0
hs1606,300000,0.1,2.0,0.7906,0.00851,0.00366,-0.1272,0.8267,1.0
hs1606,300000,0.1,3.0,0.8967,0.00851,0.00369,-0.1245,0.7747,1.0
hs1606,300000,0.1,4.0,0.9884,0.00944,0.00376,-0.1187,0.5433,1.0
hs1606,300000,0.1,5.0,1.0636,0.0134,0.00595,-0.1127,0.1883,1.0
hs1606,300000,0.1,6.0,1.1381,0.01815,0.01004,-0.1064,0.0469,1.0
hs1606,300000,0.1,7.0,1.2148,0.02295,0.01516,-0.1001,0.0367,1.0
hs1606,300000,0.1,8.0,1.3006,0.0288,0.02148,-0.0956,0.0293,1.0
hs1606,300000,0.1,9.0,1.365,0.03544,0.02894,-0.089,0.0179,1.0
hs1620,200000,0.1,0.0,0.5408,0.01467,0.00831,-0.1206,0.7808,0.6598
hs1620,200000,0.1,1.0,0.7108,0.01499,0.00904,-0.1294,0.7397,0.9785
hs1620,200000,0.1,2.0,0.8749,0.01554,0.00914,-0.1405,0.6879,1.0
hs1620,200000,0.1,3.0,0.9305,0.01579,0.00901,-0.1286,0.6281,1.0
hs1620,200000,0.1,4.0,0.9514,0.01656,0.00936,-0.1089,0.5447,1.0
hs1620,200000,0.1,5.0,0.9746,0.01866,0.01072,-0.091,0.4419,1.0
hs1620,200000,0.1,6.0,1.0356,0.02105,0.01256,-0.0821,0.3846,1.0
hs1620,200000,0.1,7.0,1.1132,0.02322,0.0145,-0.0768,0.3506,1.0
hs1620,200000,0.1,8.0,1.2012,0.02547,0.01651,-0.0738,0.3254,1.0
hs1620,200000,0.1,9.0,1.2843,0.02781,0.01883,-0.0702,0.3047,1.0
hs1620,200000,0.1,10.0,1.3648,0.03037,0.0214,-0.0666,0.2863,1.0
hs1620,200000,0.1,11.0,1.4399,0.03315,0.02423,-0.0624,0.2693,1.0
hs1620,200000,0.1,12.0,1.5043,0.03626,0.02743,-0.0571,0.2536,1.0
hs1620,200000,0.1,13.0,1.5471,0.0402,0.03168,-0.0496,0.2395,1.0
hs1620,200000,0.1,14.0,1.5869,0.04485,0.03662,-0.0429,0.2257,1.0
hs1620,200000,0.1,15.0,1.6182,0.05048,0.04253,-0.0367,0.2124,1.0
hs1620,200000,0.1,16.0,1.6419,0.05715,0.04948,-0.0314,0.1999,1.0
hs1620,200000,0.1,17.0,1.6596,0.06487,0.05746,-0.0272,0.1879,1.0
hs1620,250000,0.1,0.0,0.5751,0.01336,0.00659,-0.127,0.7589,0.5015
hs1620,250000,0.1,1.0,0.6887,0.01312,0.00746,-0.1245,0.7171,0.954
hs1620,250000,0.1,2.0,0.8786,0.01437,0.00833,-0.1409,0.6636,1.0
hs1620,250000,0.1,3.0,0.924,0.01463,0.00824,-0.1269,0.6034,1.0
hs1620,250000,0.1,4.0,0.9341,0.01556,0.0087,-0.1051,0.5137,1.0
hs1620,250000,0.1,5.0,0.9639,0.01788,0.0103,-0.0889,0.4138,1.0
hs1620,250000,0.1,6.0,1.0263,0.0202,0.01218,-0.0804,0.3637,1.0
hs1620,250000,0.1,7.0,1.1026,0.02231,0.01411,-0.0749,0.3336,1.0
hs1620,250000,0.1,8.0,1.1823,0.02452,0.01616,-0.0705,0.3109,1.0
hs1620,250000,0.1,9.0,1.2616,0.02682,0.01842,-0.0664,0.2918,1.0
hs1620,250000,0.1,10.0,1.336,0.02934,0.02099,-0.0619,0.2749,1.0
hs1620,250000,0.1,11.0,1.4043,0.03221,0.02397,-0.057,0.259,1.0
hs1620,250000,0.1,12.0,1.4667,0.03551,0.02739,-0.0519,0.2443,1.0
hs1620,250000,0.1,13.0,1.5225,0.03934,0.03136,-0.0467,0.2305,1.0
hs1620,250000,0.1,14.0,1.5706,0.04384,0.03601,-0.0415,0.2172,1.0
hs1620,250000,0.1,15.0,1.6125,0.04907,0.04138,-0.0368,0.2042,1.0
hs1620,250000,0.1,16.0,1.6437,0.05547,0.04799,-0.0324,0.1917,1.0
hs1620,250000,0.1,17.0,1.6587,0.06393,0.05682,-0.0287,0.1798,1.0
hs1620,300000,0.1,0.0,0.5871,0.01283,0.00581,-0.1287,0.7404,0.3979
hs1620,300000,0.1,1.0,0.677,0.01199,0.00655,-0.1221,0.6992,0.9251
hs1620,300000,0.1,2.0,0.8445,0.01326,0.00747,-0.1334,0.6478,0.9932
hs1620,300000,0.1,3.0,0.9157,0.01387,0.00775,-0.125,0.5824,1.0
hs1620,300000,0.1,4.0,0.9195,0.01503,0.00836,-0.102,0.4859,1.0
hs1620,300000,0.1,5.0,0.9581,0.01736,0.01005,-0.0879,0.3922,1.0
hs1620,300000,0.1,6.0,1.0234,0.01959,0.0119,-0.0799,0.3479,1.0
hs1620,300000,0.1,7.0,1.1003,0.02162,0.0138,-0.0746,0.321,1.0
hs1620,300000,0.1,8.0,1.1781,0.02377,0.01587,-0.0699,0.3001,1.0
hs1620,300000,0.1,9.0,1.2547,0.02609,0.01816,-0.0654,0.2822,1.0
hs1620,300000,0.1,10.0,1.328,0.02864,0.02072,-0.0608,0.2662,1.0
hs1620,300000,0.1,11.0,1.3965,0.03154,0.02364,-0.0561,0.251,1.0
hs1620,300000,0.1,12.0,1.4602,0.03481,0.02696,-0.0513,0.2366,1.0
hs1620,300000,0.1,13.0,1.5118,0.03894,0.03133,-0.046,0.2236,1.0
hs1620,300000,0.1,14.0,1.5594,0.04376,0.03635,-0.0412,0.2103,1.0
hs1620,300000,0.1,15.0,1.6001,0.04949,0.04228,-0.0369,0.1975,1.0
hs1620,300000,0.1,16.0,1.6327,0.05626,0.04926,-0.0332,0.1853,1.0
hs1620,300000,0.1,17.0,1.657,0.06422,0.05744,-0.0302,0.1735,1.0
hs1708,200000,0.1,0.0,0.6519,0.01518,0.00793,-0.151,0.8753,0.282
hs1708,200000,0.1,1.0,0.7593,0.0131,0.00756,-0.1487,0.8541,1.0
hs1708,200000,0.1,2.0,0.8737,0.01283,0.0071,-0.1472,0.8279,1.0
hs1708,200000,0.1,3.0,0.9811,0.01261,0.00691,-0.1445,0.7904,1.0
hs1708,200000,0.1,4.0,1.0867,0.0121,0.0065,-0.141,0.7344,1.0
hs1708,200000,0.1,5.0,1.1762,0.0125,0.00619,-0.1341,0.5505,1.0
hs1708,200000,0.1,6.0,1.2487,0.01537,0.00819,-0.1266,0.3845,1.0
hs1708,200000,0.1,7.0,1.3204,0.01804,0.01054,-0.1196,0.2711,1.0
hs1708,200000,0.1,8.0,1.347,0.0236,0.01494,-0.1059,0.0879,1.0
hs1708,200000,0.1,9.0,1.3817,0.02905,0.02053,-0.0943,0.0662,1.0
hs1708,200000,0.1,10.0,1.4334,0.0351,0.02683,-0.0862,0.0547,1.0
hs1708,200000,0.1,11.0,1.5078,0.04286,0.03503,-0.0816,0.045,1.0
hs1708,200000,0.1,12.0,1.5342,0.05032,0.04341,-0.072,0.0393,1.0
hs1708,200000,0.1,13.0,1.5251,0.06286,0.0568,-0.0629,0.0344,1.0
hs1708,200000,0.1,14.0,1.4668,0.07837,0.07343,-0.0562,0.032,1.0
hs1708,200000,0.1,15.0,1.383,0.10221,0.09824,-0.0606,0.031,1.0
hs1708,200000,0.1,16.0,1.2643,0.14475,0.14157,-0.0864,0.0338,1.0
hs1708,250000,0.1,0.0,0.6641,0.01268,0.00578,-0.1502,0.8596,0.2643
hs1708,250000,0.1,1.0,0.767,0.01083,0.00572,-0.1476,0.838,1.0
hs1708,250000,0.1,2.0,0.8785,0.01084,0.00552,-0.1461,0.8112,1.0
hs1708,250000,0.1,3.0,0.9872,0.01071,0.00539,-0.144,0.7742,1.0
hs1708,250000,0.1,4.0,1.0925,0.01052,0.00524,-0.1411,0.7128,1.0
hs1708,250000,0.1,5.0,1.1733,0.01209,0.00573,-0.1335,0.4905,1.0
hs1708,250000,0.1,6.0,1.2502,0.01469,0.00768,-0.1272,0.3514,1.0
hs1708,250000,0.1,7.0,1.3248,0.01721,0.00984,-0.1208,0.2314,1.0
hs1708,250000,0.1,8.0,1.3575,0.02252,0.01414,-0.1079,0.0746,1.0
hs1708,250000,0.1,9.0,1.3914,0.02784,0.01959,-0.0962,0.0568,1.0
hs1708,250000,0.1,10.0,1.4394,0.03282,0.02493,-0.0877,0.0479,1.0
hs1708,250000,0.1,11.0,1.491,0.03926,0.03188,-0.0802,0.0409,1.0
hs1708,250000,0.1,12.0,1.5331,0.04775,0.04091,-0.073,0.0344,1.0
hs1708,250000,0.1,13.0,1.5365,0.05628,0.05028,-0.0644,0.0298,1.0
hs1708,250000,0.1,14.0,1.508,0.07043,0.0651,-0.0581,0.0259,1.0
hs1708,250000,0.1,15.0,1.4518,0.08878,0.08443,-0.0582,0.024,1.0
hs1708,250000,0.1,16.0,1.3739,0.11743,0.11398,-0.0706,0.023,1.0
hs1708,250000,0.1,17.0,1.1631,0.207,0.20423,-0.1264,0.0345,1.0
hs1708,300000,0.1,0.0,0.6651,0.01134,0.00468,-0.1487,0.8456,0.25
hs1708,300000,0.1,1.0,0.7697,0.00968,0.00476,-0.1468,0.825,0.8429
hs1708,300000,0.1,3.0,0.9899,0.00955,0.00451,-0.1437,0.7601,1.0
hs1708,300000,0.1,4.0,1.0944,0.00953,0.00449,-0.1409,0.685,1.0
hs1708,300000,0.1,5.0,1.1715,0.0118,0.00548,-0.1334,0.4454,1.0
hs1708,300000,0.1,6.0,1.253,0.01415,0.0073,-0.128,0.3268,1.0
hs1708,300000,0.1,7.0,1.3275,0.01678,0.00941,-0.1217,0.1896,1.0
hs1708,300000,0.1,8.0,1.3671,0.02169,0.01355,-0.1098,0.0661,1.0
hs1708,300000,0.1,9.0,1.4115,0.02595,0.01807,-0.0993,0.0516,1.0
hs1708,300000,0.1,10.0,1.4495,0.03149,0.02392,-0.0894,0.0433,1.0
hs1708,300000,0.1,11.0,1.4927,0.03717,0.02997,-0.0814,0.037,1.0
hs1708,300000,0.1,12.0,1.5299,0.04448,0.03789,-0.0736,0.0316,1.0
hs1708,300000,0.1,13.0,1.5422,0.05438,0.04831,-0.0659,0.0262,1.0
hs1708,300000,0.1,14.0,1.5321,0.06447,0.05917,-0.0604,0.0229,1.0
hs1708,300000,0.1,15.0,1.5112,0.07813,0.07327,-0.0592,0.0198,1.0
hs1708,300000,0.1,16.0,1.4452,0.10281,0.0989,-0.0654,0.0184,1.0
hs1708,300000,0.1,17.0,1.3691,0.13558,0.13252,-0.0834,0.018,1.0
hs1712,200000,0.1,0.0,0.6324,0.0141,0.00879,-0.1458,0.868,1.0
hs1712,200000,0.1,1.0,0.791,0.0123,0.0066,-0.154,0.8319,1.0
hs1712,200000,0.1,2.0,0.9223,0.01207,0.00602,-0.1572,0.7652,1.0
hs1712,200000,0.1,3.0,1.0423,0.01267,0.00607,-0.1581,0.6883,1.0
hs1712,200000,0.1,4.0,1.1349,0.01383,0.00687,-0.1535,0.5947,1.0
hs1712,200000,0.1,5.0,1.2045,0.0157,0.00807,-0.1445,0.4623,1.0
hs1712,200000,0.1,6.0,1.2777,0.01793,0.00985,-0.137,0.3846,1.0
hs1712,200000,0.1,7.0,1.3527,0.02026,0.01198,-0.1304,0.3379,1.0
hs1712,200000,0.1,8.0,1.4248,0.02244,0.01425,-0.1234,0.2982,1.0
hs1712,200000,0.1,9.0,1.4875,0.02477,0.0168,-0.1151,0.2557,1.0
hs1712,200000,0.1,10.0,1.5373,0.02811,0.02023,-0.1056,0.2058,1.0
hs1712,200000,0.1,11.0,1.5701,0.03311,0.02522,-0.095,0.1553,1.0
hs1712,200000,0.1,12.0,1.5975,0.03921,0.03146,-0.0854,0.1283,1.0
hs1712,200000,0.1,13.0,1.6215,0.04616,0.03864,-0.0774,0.1123,1.0
hs1712,200000,0.1,14.0,1.6388,0.05443,0.04724,-0.0709,0.0984,1.0
hs1712,200000,0.1,15.0,1.6435,0.065,0.0583,-0.0666,0.0843,1.0
hs1712,200000,0.1,16.0,1.6323,0.07816,0.0717,-0.0638,0.0713,1.0
hs1712,200000,0.1,17.0,1.6173,0.09278,0.08671,-0.0638,0.0604,1.0
hs1712,250000,0.1,0.0,0.6687,0.01126,0.00639,-0.1516,0.8591,1.0
hs1712,250000,0.1,1.0,0.8176,0.0104,0.00506,-0.1586,0.8042,1.0
hs1712,250000,0.1,2.0,0.9382,0.01076,0.0049,-0.1598,0.7266,1.0
hs1712,250000,0.1,3.0,1.045,0.01178,0.00549,-0.1584,0.6534,1.0
hs1712,250000,0.1,4.0,1.1319,0.01303,0.00628,-0.1527,0.5502,1.0
hs1712,250000,0.1,5.0,1.1999,0.01513,0.00766,-0.1437,0.4194,1.0
hs1712,250000,0.1,6.0,1.2746,0.01718,0.00938,-0.1366,0.3574,1.0
hs1712,250000,0.1,7.0,1.3518,0.01926,0.01138,-0.1303,0.3172,1.0
hs1712,250000,0.1,8.0,1.4269,0.02111,0.01335,-0.1239,0.2786,1.0
hs1712,250000,0.1,9.0,1.4929,0.0235,0.01583,-0.1163,0.234,1.0
hs1712,250000,0.1,10.0,1.5459,0.02688,0.0192,-0.1075,0.1824,1.0
hs1712,250000,0.1,11.0,1.5819,0.0318,0.02405,-0.0973,0.1346,1.0
hs1712,250000,0.1,12.0,1.6133,0.03751,0.02995,-0.0881,0.1132,1.0
hs1712,250000,0.1,13.0,1.6359,0.04452,0.03718,-0.0799,0.0997,1.0
hs1712,250000,0.1,14.0,1.6562,0.05261,0.04569,-0.0738,0.0876,1.0
hs1712,250000,0.1,15.0,1.6576,0.06367,0.05706,-0.0694,0.0755,1.0
hs1712,250000,0.1,16.0,1.6419,0.07781,0.07165,-0.0672,0.0635,1.0
hs1712,250000,0.1,17.0,1.6233,0.09388,0.08814,-0.0688,0.0544,1.0
hs1712,300000,0.1,0.0,0.6969,0.00955,0.00497,-0.1568,0.8452,1.0
hs1712,300000,0.1,1.0,0.8343,0.00944,0.00427,-0.1617,0.7792,1.0
hs1712,300000,0.1,2.0,0.9438,0.01022,0.00448,-0.1607,0.6974,1.0
hs1712,300000,0.1,3.0,1.0447,0.01119,0.00511,-0.1581,0.6234,1.0
hs1712,300000,0.1,4.0,1.1263,0.01264,0.00597,-0.1515,0.4998,1.0
hs1712,300000,0.1,5.0,1.1989,0.01473,0.00741,-0.1437,0.3857,1.0
hs1712,300000,0.1,6.0,1.2762,0.01666,0.00909,-0.1371,0.3388,1.0
hs1712,300000,0.1,7.0,1.3572,0.01834,0.0108,-0.1315,0.3002,1.0
hs1712,300000,0.1,8.0,1.4337,0.02018,0.01268,-0.1253,0.2611,1.0
hs1712,300000,0.1,9.0,1.5009,0.02261,0.0151,-0.1181,0.2146,1.0
hs1712,300000,0.1,10.0,1.5558,0.02598,0.01842,-0.1095,0.1602,1.0
hs1712,300000,0.1,11.0,1.5956,0.03064,0.02304,-0.0997,0.1189,1.0
hs1712,300000,0.1,12.0,1.6302,0.03601,0.02858,-0.0906,0.102,1.0
hs1712,300000,0.1,13.0,1.6545,0.04276,0.03558,-0.0824,0.0898,1.0
hs1712,300000,0.1,14.0,1.6769,0.05058,0.04377,-0.0762,0.0782,1.0
hs1712,300000,0.1,15.0,1.6701,0.06244,0.05593,-0.0712,0.0683,1.0
hs1712,300000,0.1,16.0,1.6692,0.07518,0.06922,-0.0697,0.0571,1.0
hs1712,300000,0.1,17.0,1.6426,0.09227,0.08668,-0.071,0.0494,1.0
jx-gs-04,200000,0.1,0.0,0.1701,0.00725,0.00224,-0.0277,0.8991,1.0
jx-gs-04,200000,0.1,1.0,0.2702,0.00806,0.00203,-0.023,0.692,1.0
jx-gs-04,200000,0.1,2.0,0.3691,0.00898,0.00233,-0.0196,0.5834,1.0
jx-gs-04,200000,0.1,3.0,0.4711,0.00982,0.00286,-0.017,0.4935,1.0
jx-gs-04,200000,0.1,4.0,0.5737,0.0107,0.00356,-0.0147,0.3969,1.0
jx-gs-04,200000,0.1,5.0,0.6751,0.01197,0.00462,-0.0126,0.2831,1.0
jx-gs-04,200000,0.1,6.0,0.774,0.01397,0.0064,-0.0105,0.1712,1.0
jx-gs-04,200000,0.1,7.0,0.8684,0.01705,0.00942,-0.0081,0.0818,1.0
jx-gs-04,200000,0.1,8.0,0.9541,0.02207,0.01463,-0.0045,0.0427,1.0
jx-gs-04,200000,0.1,9.0,1.0288,0.03083,0.02432,-0.0001,0.0298,1.0
jx-gs-04,200000,0.1,10.0,1.0757,0.04123,0.03594,0.0045,0.023,1.0
jx-gs-04,200000,0.1,11.0,1.0309,0.05749,0.0534,0.0085,0.0225,1.0
jx-gs-04,200000,0.1,12.0,0.7565,0.10703,0.10394,-0.0248,0.0345,1.0
jx-gs-04,200000,0.1,13.0,0.6963,0.14528,0.14211,-0.0387,0.0639,1.0
jx-gs-04,200000,0.1,14.0,0.6709,0.1592,0.15605,-0.0498,0.0555,1.0
jx-gs-04,200000,0.1,15.0,0.6755,0.17378,0.17065,-0.0572,0.0501,1.0
jx-gs-04,200000,0.1,16.0,0.7052,0.18976,0.18671,-0.0601,0.041,1.0
jx-gs-04,200000,0.1,17.0,0.6998,0.20179,0.19874,-0.0716,0.0347,1.0
jx-gs-04,250000,0.1,0.0,0.174,0.00657,0.00184,-0.0275,0.8324,1.0
jx-gs-04,250000,0.1,1.0,0.2667,0.00748,0.00174,-0.0221,0.6521,1.0
jx-gs-04,250000,0.1,2.0,0.3672,0.00827,0.00199,-0.0192,0.5543,1.0
jx-gs-04,250000,0.1,3.0,0.4701,0.009,0.00244,-0.0169,0.4688,1.0
jx-gs-04,250000,0.1,4.0,0.5734,0.00984,0.00307,-0.0148,0.3742,1.0
jx-gs-04,250000,0.1,5.0,0.6756,0.01108,0.00408,-0.0129,0.2622,1.0
jx-gs-04,250000,0.1,6.0,0.7757,0.01294,0.00571,-0.0111,0.1561,1.0
jx-gs-04,250000,0.1,7.0,0.8718,0.01571,0.00841,-0.0088,0.072,1.0
jx-gs-04,250000,0.1,8.0,0.959,0.02025,0.01322,-0.0053,0.0368,1.0
jx-gs-04,250000,0.1,9.0,1.0376,0.02687,0.02055,-0.0011,0.025,1.0
jx-gs-04,250000,0.1,10.0,1.0827,0.03829,0.03334,0.0042,0.0193,1.0
jx-gs-04,250000,0.1,11.0,1.0671,0.05013,0.04618,0.0096,0.0169,1.0
jx-gs-04,250000,0.1,12.0,0.9576,0.083,0.07996,-0.0137,0.0198,1.0
jx-gs-04,250000,0.1,13.0,0.8347,0.13983,0.13672,-0.0446,0.0288,1.0
jx-gs-04,250000,0.1,14.0,0.6715,0.15864,0.15582,-0.0508,0.0466,1.0
jx-gs-04,250000,0.1,15.0,0.691,0.17293,0.17017,-0.0548,0.0407,1.0
jx-gs-04,250000,0.1,16.0,0.6908,0.18662,0.18388,-0.0649,0.0333,1.0
jx-gs-04,250000,0.1,17.0,0.7036,0.20171,0.19899,-0.0722,0.0293,1.0
jx-gs-04,300000,0.1,0.0,0.1697,0.0062,0.0016,-0.0261,0.7784,1.0
jx-gs-04,300000,0.1,1.0,0.2648,0.00706,0.00154,-0.0217,0.6228,1.0
jx-gs-04,300000,0.1,2.0,0.3661,0.00775,0.00176,-0.019,0.5326,1.0
jx-gs-04,300000,0.1,3.0,0.4696,0.00842,0.00216,-0.0169,0.4497,1.0
jx-gs-04,300000,0.1,4.0,0.5735,0.00922,0.00275,-0.015,0.3555,1.0
jx-gs-04,300000,0.1,5.0,0.6763,0.01044,0.00371,-0.0132,0.2454,1.0
jx-gs-04,300000,0.1,6.0,0.7772,0.01219,0.00523,-0.0115,0.1441,1.0
jx-gs-04,300000,0.1,7.0,0.8738,0.01484,0.00772,-0.0094,0.0642,1.0
jx-gs-04,300000,0.1,8.0,0.963,0.01887,0.01203,-0.0061,0.0322,1.0
jx-gs-04,300000,0.1,9.0,1.038,0.02599,0.01984,-0.0016,0.0217,1.0
jx-gs-04,300000,0.1,10.0,1.1005,0.03348,0.02822,0.0028,0.0159,1.0
jx-gs-04,300000,0.1,11.0,1.0897,0.04576,0.04182,0.0094,0.0132,1.0
jx-gs-04,300000,0.1,12.0,1.0191,0.06843,0.06529,-0.0039,0.0136,1.0
jx-gs-06,200000,0.1,0.0,0.1718,0.00753,0.0025,-0.0306,0.9395,1.0
jx-gs-06,200000,0.1,1.0,0.2968,0.00775,0.0021,-0.0311,0.7769,1.0
jx-gs-06,200000,0.1,2.0,0.3919,0.00861,0.00232,-0.0264,0.6452,1.0
jx-gs-06,200000,0.1,3.0,0.4905,0.00952,0.00277,-0.023,0.5317,1.0
jx-gs-06,200000,0.1,4.0,0.5901,0.01057,0.00353,-0.0202,0.4109,1.0
jx-gs-06,200000,0.1,5.0,0.6886,0.01206,0.00472,-0.0176,0.2847,1.0
