perfil,Re,Mach,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,Au0,Au1,Au2,Au3,Au4,Au5,Au6,Al0,Al1,Al2,Al3,Al4,Al5,Al6,DeltaTE_upper,DeltaTE_lower,RMSE_upper,RMSE_lower,MaxError_upper,MaxError_lower
e423,300000,0.1,3.0,1.4389,0.01649,0.00886,-0.239,0.5845,0.3053,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,300000,0.1,4.0,1.5352,0.0163,0.00977,-0.2365,0.5718,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,300000,0.1,5.0,1.6368,0.01719,0.01051,-0.235,0.5588,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,300000,0.1,6.0,1.7358,0.01799,0.01123,-0.2331,0.5441,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,300000,0.1,7.0,1.815,0.01875,0.0121,-0.2273,0.5279,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,300000,0.1,8.0,1.8833,0.01962,0.01308,-0.2196,0.5106,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,300000,0.1,9.0,1.9313,0.02086,0.01454,-0.2086,0.4914,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,300000,0.1,10.0,1.9651,0.02285,0.0168,-0.1961,0.4693,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,300000,0.1,12.0,2.0066,0.03053,0.02489,-0.1726,0.4144,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e431,200000,0.1,0.0,0.4252,0.0177,0.01181,-0.0886,0.7555,0.8932,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,200000,0.1,1.0,0.528,0.01749,0.01137,-0.0878,0.739,0.9093,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,200000,0.1,2.0,0.6227,0.01748,0.01129,-0.086,0.7195,0.9236,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,200000,0.1,3.0,0.723,0.01736,0.01115,-0.0851,0.6988,0.9376,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,200000,0.1,4.0,0.8402,0.01686,0.01066,-0.0869,0.6786,0.9517,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,200000,0.1,5.0,0.9599,0.01644,0.01034,-0.0895,0.6547,0.9681,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,200000,0.1,6.0,1.0982,0.01595,0.01001,-0.0957,0.6252,0.9863,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,200000,0.1,7.0,1.1976,0.01583,0.01008,-0.0951,0.5861,1.0,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,200000,0.1,8.0,1.2885,0.01623,0.01058,-0.093,0.5343,1.0,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,200000,0.1,9.0,1.3449,0.0179,0.01227,-0.0854,0.4633,1.0,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,200000,0.1,10.0,1.3737,0.02136,0.01551,-0.075,0.3818,1.0,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,200000,0.1,11.0,1.3837,0.02686,0.02079,-0.0648,0.3026,1.0,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,200000,0.1,12.0,1.3886,0.03401,0.02784,-0.0567,0.2308,1.0,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,250000,0.1,0.0,0.4852,0.01501,0.00936,-0.1014,0.7423,0.8628,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,250000,0.1,1.0,0.5922,0.0149,0.00906,-0.1014,0.7259,0.8771,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,250000,0.1,2.0,0.705,0.01479,0.00883,-0.1027,0.7086,0.889,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,250000,0.1,3.0,0.815,0.01459,0.00857,-0.1031,0.6901,0.8996,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,250000,0.1,4.0,0.9132,0.01445,0.00855,-0.1015,0.6664,0.912,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,250000,0.1,5.0,1.0222,0.01413,0.00827,-0.1016,0.6425,0.9249,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,250000,0.1,6.0,1.1132,0.01387,0.00817,-0.0981,0.6112,0.9435,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,250000,0.1,7.0,1.1963,0.01382,0.00835,-0.0935,0.5704,0.9736,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,250000,0.1,8.0,1.2859,0.01458,0.00922,-0.0916,0.5141,1.0,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,250000,0.1,9.0,1.3435,0.01667,0.01119,-0.0849,0.4391,1.0,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,250000,0.1,10.0,1.3708,0.02056,0.01486,-0.075,0.3562,1.0,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,250000,0.1,11.0,1.3838,0.02622,0.02032,-0.0656,0.2785,1.0,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,250000,0.1,12.0,1.3915,0.03343,0.02736,-0.058,0.2096,1.0,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,300000,0.1,0.0,0.522,0.01325,0.00777,-0.11,0.7314,0.8439,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,300000,0.1,1.0,0.6301,0.01322,0.00759,-0.1099,0.7151,0.8567,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,300000,0.1,2.0,0.7385,0.01313,0.00742,-0.1101,0.6975,0.8668,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,300000,0.1,3.0,0.8512,0.01301,0.00725,-0.1112,0.6782,0.877,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,300000,0.1,4.0,0.9596,0.01294,0.00721,-0.1114,0.6562,0.888,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,300000,0.1,5.0,1.0598,0.0128,0.00718,-0.1098,0.6299,0.8997,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,300000,0.1,6.0,1.1526,0.01278,0.00727,-0.1067,0.5969,0.9144,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,300000,0.1,7.0,1.2264,0.01299,0.00768,-0.1001,0.5537,0.9343,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,300000,0.1,8.0,1.2827,0.01356,0.00838,-0.0906,0.4971,1.0,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,300000,0.1,9.0,1.3405,0.01596,0.01062,-0.0844,0.418,1.0,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,300000,0.1,10.0,1.3684,0.02012,0.01451,-0.0751,0.3353,1.0,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,300000,0.1,11.0,1.385,0.02581,0.01999,-0.0663,0.2593,1.0,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
e431,300000,0.1,12.0,1.3979,0.03278,0.02682,-0.0593,0.1913,1.0,0.2240479938,0.3126102304,0.2674402424,0.355352469,0.3754561313,0.2677723647,0.356562131,-0.0900753318,-0.0788861472,-0.0904463587,-0.0517089072,-0.1720827941,-0.0450466007,0.15477381,-0.0,-0.0,0.0007532367,0.0002994153,0.0035405166,0.0014183268
fx60100,200000,0.1,0.0,0.5058,0.01141,0.00536,-0.1215,0.8607,0.6432,0.178986872,0.2012061714,0.2105216645,0.1942097381,0.2289905262,0.2141897632,0.2036302065,-0.0858473803,-0.0823106979,-0.0617828718,-0.0400508672,0.065522623,0.0569198327,0.1594574866,-9.46513e-05,-9.46513e-05,0.000192562,0.0002032691,0.0009364512,0.0009476829
fx60100,200000,0.1,1.0,0.6162,0.01087,0.0049,-0.1191,0.8148,0.6997,0.178986872,0.2012061714,0.2105216645,0.1942097381,0.2289905262,0.2141897632,0.2036302065,-0.0858473803,-0.0823106979,-0.0617828718,-0.0400508672,0.065522623,0.0569198327,0.1594574866,-9.46513e-05,-9.46513e-05,0.000192562,0.0002032691,0.0009364512,0.0009476829
fx60100,200000,0.1,2.0,0.7201,0.01035,0.00453,-0.1154,0.7479,0.773,0.178986872,0.2012061714,0.2105216645,0.1942097381,0.2289905262,0.2141897632,0.2036302065,-0.0858473803,-0.0823106979,-0.0617828718,-0.0400508672,0.065522623,0.0569198327,0.1594574866,-9.46513e-05,-9.46513e-05,0.000192562,0.0002032691,0.0009364512,0.0009476829
fx60100,200000,0.1,3.0,0.8196,0.01,0.0043,-0.1111,0.668,1.0,0.178986872,0.2012061714,0.2105216645,0.1942097381,0.2289905262,0.2141897632,0.2036302065,-0.0858473803,-0.0823106979,-0.0617828718,-0.0400508672,0.065522623,0.0569198327,0.1594574866,-9.46513e-05,-9.46513e-05,0.000192562,0.0002032691,0.0009364512,0.0009476829
fx60100,200000,0.1,4.0,0.9269,0.01093,0.00487,-0.1097,0.5711,1.0,0.178986872,0.2012061714,0.2105216645,0.1942097381,0.2289905262,0.2141897632,0.2036302065,-0.0858473803,-0.0823106979,-0.0617828718,-0.0400508672,0.065522623,0.0569198327,0.1594574866,-9.46513e-05,-9.46513e-05,0.000192562,0.0002032691,0.0009364512,0.0009476829
fx60100,200000,0.1,5.0,1.028,0.01229,0.00593,-0.1074,0.4674,1.0,0.178986872,0.2012061714,0.2105216645,0.1942097381,0.2289905262,0.2141897632,0.2036302065,-0.0858473803,-0.0823106979,-0.0617828718,-0.0400508672,0.065522623,0.0569198327,0.1594574866,-9.46513e-05,-9.46513e-05,0.000192562,0.0002032691,0.0009364512,0.0009476829
fx60100,200000,0.1,6.0,1.1181,0.01444,0.00755,-0.1036,0.3106,1.0,0.178986872,0.2012061714,0.2105216645,0.1942097381,0.2289905262,0.2141897632,0.2036302065,-0.0858473803,-0.0823106979,-0.0617828718,-0.0400508672,0.065522623,0.0569198327,0.1594574866,-9.46513e-05,-9.46513e-05,0.000192562,0.0002032691,0.0009364512,0.0009476829
fx60100,200000,0.1,7.0,1.1954,0.01816,0.01044,-0.0988,0.1523,1.0,0.178986872,0.2012061714,0.2105216645,0.1942097381,0.2289905262,0.2141897632,0.2036302065,-0.0858473803,-0.0823106979,-0.0617828718,-0.0400508672,0.065522623,0.0569198327,0.1594574866,-9.46513e-05,-9.46513e-05,0.000192562,0.0002032691,0.0009364512,0.0009476829
fx60100,200000,0.1,8.0,1.2687,0.0223,0.01442,-0.0934,0.0917,1.0,0.178986872,0.2012061714,0.2105216645,0.1942097381,0.2289905262,0.2141897632,0.2036302065,-0.0858473803,-0.0823106979,-0.0617828718,-0.0400508672,0.065522623,0.0569198327,0.1594574866,-9.46513e-05,-9.46513e-05,0.000192562,0.0002032691,0.0009364512,0.0009476829
fx60100,200000,0.1,9.0,1.3382,0.02715,0.01949,-0.0874,0.0696,1.0,0.178986872,0.2012061714,0.2105216645,0.1942097381,0.2289905262,0.2141897632,0.2036302065,-0.0858473803,-0.0823106979,-0.0617828718,-0.0400508672,0.065522623,0.0569198327,0.1594574866,-9.46513e-05,-9.46513e-05,0.000192562,0.0002032691,0.0009364512,0.0009476829
fx60100,200000,0.1,10.0,1.3961,0.03106,0.0237,-0.0807,0.053,1.0,0.178986872,0.2012061714,0.2105216645,0.1942097381,0.2289905262,0.2141897632,0.2036302065,-0.0858473803,-0.0823106979,-0.0617828718,-0.0400508672,0.065522623,0.0569198327,0.1594574866,-9.46513e-05,-9.46513e-05,0.000192562,0.0002032691,0.0009364512,0.0009476829
fx60100,200000,0.1,11.0,1.4323,0.03583,0.02902,-0.0727,0.0388,1.0,0.178986872,0.2012061714,0.2105216645,0.1942097381,0.2289905262,0.2141897632,0.2036302065,-0.0858473803,-0.0823106979,-0.0617828718,-0.0400508672,0.065522623,0.0569198327,0.1594574866,-9.46513e-05,-9.46513e-05,0.000192562,0.0002032691,0.0009364512,0.0009476829
fx60100,200000,0.1,12.0,1.4393,0.04414,0.03797,-0.0657,0.0191,1.0,0.178986872,0.2012061714,0.2105216645,0.1942097381,0.2289905262,0.2141897632,0.2036302065,-0.0858473803,-0.0823106979,-0.0617828718,-0.0400508672,0.065522623,0.0569198327,0.1594574866,-9.46513e-05,-9.46513e-05,0.000192562,0.0002032691,0.0009364512,0.0009476829
fx60100,250000,0.1,0.0,0.512,0.00984,0.00405,-0.1212,0.8437,0.618,0.178986872,0.2012061714,0.2105216645,0.1942097381,0.2289905262,0.2141897632,0.2036302065,-0.0858473803,-0.0823106979,-0.0617828718,-0.0400508672,0.065522623,0.0569198327,0.1594574866,-9.46513e-05,-9.46513e-05,0.000192562,0.0002032691,0.0009364512,0.0009476829
fx60100,250000,0.1,1.0,0.6202,0.00952,0.00374,-0.1187,0.7893,0.6699,0.178986872,0.2012061714,0.2105216645,0.1942097381,0.2289905262,0.2141897632,0.2036302065,-0.0858473803,-0.0823106979,-0.0617828718,-0.0400508672,0.065522623,0.0569198327,0.1594574866,-9.46513e-05,-9.46513e-05,0.000192562,0.0002032691,0.0009364512,0.0009476829
fx60100,250000,0.1,2.0,0.7264,0.00935,0.00364,-0.1161,0.7186,0.7333,0.178986872,0.2012061714,0.2105216645,0.1942097381,0.2289905262,0.2141897632,0.2036302065,-0.0858473803,-0.0823106979,-0.0617828718,-0.0400508672,0.065522623,0.0569198327,0.1594574866,-9.46513e-05,-9.46513e-05,0.000192562,0.0002032691,0.0009364512,0.0009476829
fx60100,250000,0.1,3.0,0.8208,0.0091,0.00368,-0.1109,0.633,1.0,0.178986872,0.2012061714,0.2105216645,0.1942097381,0.2289905262,0.2141897632,0.2036302065,-0.0858473803,-0.0823106979,-0.0617828718,-0.0400508672,0.065522623,0.0569198327,0.1594574866,-9.46513e-05,-9.46513e-05,0.000192562,0.0002032691,0.0009364512,0.0009476829
fx60100,250000,0.1,4.0,0.9288,0.01015,0.0043,-0.11,0.5391,1.0,0.178986872,0.2012061714,0.2105216645,0.1942097381,0.2289905262,0.2141897632,0.2036302065,-0.0858473803,-0.0823106979,-0.0617828718,-0.0400508672,0.065522623,0.0569198327,0.1594574866,-9.46513e-05,-9.46513e-05,0.000192562,0.0002032691,0.0009364512,0.0009476829
fx60100,250000,0.1,5.0,1.0306,0.01149,0.00535,-0.108,0.4336,1.0,0.178986872,0.2012061714,0.2105216645,0.1942097381,0.2289905262,0.2141897632,0.2036302065,-0.0858473803,-0.0823106979,-0.0617828718,-0.0400508672,0.065522623,0.0569198327,0.1594574866,-9.46513e-05,-9.46513e-05,0.000192562,0.0002032691,0.0009364512,0.0009476829
fx60100,250000,0.1,6.0,1.1206,0.01384,0.007,-0.1046,0.2663,1.0,0.178986872,0.2012061714,0.2105216645,0.1942097381,0.2289905262,0.2141897632,0.2036302065,-0.0858473803,-0.0823106979,-0.0617828718,-0.0400508672,0.065522623,0.0569198327,0.1594574866,-9.46513e-05,-9.46513e-05,0.000192562,0.0002032691,0.0009364512,0.0009476829
fx60100,250000,0.1,7.0,1.2035,0.01718,0.00967,-0.1006,0.1328,1.0,0.178986872,0.2012061714,0.2105216645,0.1942097381,0.2289905262,0.2141897632,0.2036302065,-0.0858473803,-0.0823106979,-0.0617828718,-0.0400508672,0.065522623,0.0569198327,0.1594574866,-9.46513e-05,-9.46513e-05,0.000192562,0.0002032691,0.0009364512,0.0009476829
fx60100,250000,0.1,8.0,1.2809,0.02086,0.01328,-0.0956,0.0803,1.0,0.178986872,0.2012061714,0.2105216645,0.1942097381,0.2289905262,0.2141897632,0.2036302065,-0.0858473803,-0.0823106979,-0.0617828718,-0.0400508672,0.065522623,0.0569198327,0.1594574866,-9.46513e-05,-9.46513e-05,0.000192562,0.0002032691,0.0009364512,0.0009476829
