perfil,Re,Mach,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,Au0,Au1,Au2,Au3,Au4,Au5,Au6,Al0,Al1,Al2,Al3,Al4,Al5,Al6,DeltaTE_upper,DeltaTE_lower,RMSE_upper,RMSE_lower,MaxError_upper,MaxError_lower
e377,300000,0.1,4.0,1.124,0.01285,0.00514,-0.1213,0.5002,0.1509,0.1673331476,0.3008560012,0.181784536,0.3498173116,0.0827914903,0.2516076161,0.1142279153,-0.068245545,0.2922026774,0.117910956,0.3999522487,0.030475457,0.3137969392,0.0460261767,-0.0,-0.0,0.000491664,0.0006079234,0.0019480674,0.0019480674
e377,300000,0.1,5.0,1.2311,0.01311,0.00572,-0.1202,0.4766,0.2381,0.1673331476,0.3008560012,0.181784536,0.3498173116,0.0827914903,0.2516076161,0.1142279153,-0.068245545,0.2922026774,0.117910956,0.3999522487,0.030475457,0.3137969392,0.0460261767,-0.0,-0.0,0.000491664,0.0006079234,0.0019480674,0.0019480674
e377,300000,0.1,7.0,1.4439,0.01335,0.00705,-0.118,0.4174,1.0,0.1673331476,0.3008560012,0.181784536,0.3498173116,0.0827914903,0.2516076161,0.1142279153,-0.068245545,0.2922026774,0.117910956,0.3999522487,0.030475457,0.3137969392,0.0460261767,-0.0,-0.0,0.000491664,0.0006079234,0.0019480674,0.0019480674
e377,300000,0.1,8.0,1.5433,0.01415,0.00807,-0.116,0.3589,1.0,0.1673331476,0.3008560012,0.181784536,0.3498173116,0.0827914903,0.2516076161,0.1142279153,-0.068245545,0.2922026774,0.117910956,0.3999522487,0.030475457,0.3137969392,0.0460261767,-0.0,-0.0,0.000491664,0.0006079234,0.0019480674,0.0019480674
e377,300000,0.1,9.0,1.6186,0.01802,0.01117,-0.1122,0.1781,1.0,0.1673331476,0.3008560012,0.181784536,0.3498173116,0.0827914903,0.2516076161,0.1142279153,-0.068245545,0.2922026774,0.117910956,0.3999522487,0.030475457,0.3137969392,0.0460261767,-0.0,-0.0,0.000491664,0.0006079234,0.0019480674,0.0019480674
e377,300000,0.1,10.0,1.6484,0.02582,0.01791,-0.1042,0.0205,1.0,0.1673331476,0.3008560012,0.181784536,0.3498173116,0.0827914903,0.2516076161,0.1142279153,-0.068245545,0.2922026774,0.117910956,0.3999522487,0.030475457,0.3137969392,0.0460261767,-0.0,-0.0,0.000491664,0.0006079234,0.0019480674,0.0019480674
e377,300000,0.1,11.0,1.6403,0.03432,0.02688,-0.0939,0.0092,1.0,0.1673331476,0.3008560012,0.181784536,0.3498173116,0.0827914903,0.2516076161,0.1142279153,-0.068245545,0.2922026774,0.117910956,0.3999522487,0.030475457,0.3137969392,0.0460261767,-0.0,-0.0,0.000491664,0.0006079234,0.0019480674,0.0019480674
e377,300000,0.1,12.0,1.6178,0.04831,0.04154,-0.0916,0.0081,1.0,0.1673331476,0.3008560012,0.181784536,0.3498173116,0.0827914903,0.2516076161,0.1142279153,-0.068245545,0.2922026774,0.117910956,0.3999522487,0.030475457,0.3137969392,0.0460261767,-0.0,-0.0,0.000491664,0.0006079234,0.0019480674,0.0019480674
e387,200000,0.1,0.0,0.4057,0.00988,0.00383,-0.0836,0.7179,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,200000,0.1,1.0,0.5147,0.01047,0.004,-0.0829,0.6922,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,200000,0.1,2.0,0.6239,0.01111,0.00444,-0.0823,0.6666,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,200000,0.1,3.0,0.7325,0.0118,0.0051,-0.0817,0.6397,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,200000,0.1,4.0,0.8405,0.01237,0.00571,-0.0806,0.6088,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,200000,0.1,5.0,0.9466,0.01279,0.00635,-0.0791,0.5709,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,200000,0.1,6.0,1.0488,0.01289,0.00669,-0.0765,0.512,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,200000,0.1,7.0,1.1366,0.01391,0.00748,-0.0719,0.3537,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,200000,0.1,8.0,1.1653,0.02115,0.01269,-0.0616,0.0404,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,200000,0.1,9.0,1.1965,0.02662,0.01851,-0.0512,0.0276,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,200000,0.1,10.0,1.2237,0.03403,0.02624,-0.0425,0.0246,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,200000,0.1,11.0,1.2888,0.04208,0.03497,-0.0376,0.0224,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,200000,0.1,12.0,1.3062,0.05562,0.04978,-0.0318,0.0232,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,250000,0.1,0.0,0.403,0.00879,0.00309,-0.0822,0.6966,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,250000,0.1,1.0,0.5126,0.00928,0.00323,-0.0817,0.6712,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,250000,0.1,2.0,0.6226,0.00984,0.00358,-0.0812,0.6473,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,250000,0.1,3.0,0.7324,0.0104,0.00404,-0.0807,0.6215,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,250000,0.1,4.0,0.8407,0.01088,0.00457,-0.0798,0.5903,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,250000,0.1,5.0,0.9475,0.01125,0.00514,-0.0785,0.5521,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,250000,0.1,6.0,1.0484,0.01149,0.00548,-0.076,0.4767,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,250000,0.1,7.0,1.131,0.01368,0.00702,-0.0715,0.2743,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,250000,0.1,8.0,1.1708,0.02028,0.01211,-0.0626,0.0292,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,250000,0.1,9.0,1.2084,0.02525,0.01749,-0.0527,0.0227,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,250000,0.1,10.0,1.2306,0.0319,0.02441,-0.0438,0.0195,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,250000,0.1,11.0,1.2883,0.04002,0.03307,-0.0384,0.0187,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,250000,0.1,12.0,1.3322,0.05403,0.04812,-0.034,0.0192,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,300000,0.1,0.0,0.4013,0.00806,0.00264,-0.0815,0.6809,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,300000,0.1,1.0,0.5114,0.00848,0.00273,-0.081,0.6561,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,300000,0.1,2.0,0.6218,0.00898,0.00302,-0.0806,0.6329,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,300000,0.1,3.0,0.7319,0.00946,0.00341,-0.0802,0.607,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,300000,0.1,4.0,0.8407,0.00988,0.00388,-0.0794,0.5759,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,300000,0.1,5.0,0.9479,0.01025,0.00442,-0.0783,0.5373,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,300000,0.1,6.0,1.0491,0.01069,0.0049,-0.0761,0.4521,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,300000,0.1,7.0,1.1257,0.01383,0.00697,-0.0713,0.2064,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,300000,0.1,8.0,1.1764,0.01954,0.01162,-0.0635,0.0236,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,300000,0.1,9.0,1.2153,0.02442,0.01686,-0.0538,0.019,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,300000,0.1,10.0,1.2444,0.0301,0.02295,-0.045,0.0171,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,300000,0.1,11.0,1.286,0.03747,0.03079,-0.0389,0.0162,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e387,300000,0.1,12.0,1.324,0.04908,0.04345,-0.0334,0.017,1.0,0.1390334063,0.258602318,0.1263400886,0.3641633933,0.0748100678,0.2390228029,0.1338004185,-0.0907791534,-0.0022369682,-0.0652886694,0.0395950724,-0.0246089417,0.0265170494,0.0447043727,-0.0,-0.0,0.0003883035,0.0004818392,0.0017342724,0.0018592577
e423,200000,0.1,0.0,1.1111,0.01974,0.01142,-0.2415,0.6499,0.1777,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,200000,0.1,1.0,1.2134,0.01992,0.01161,-0.24,0.6358,0.2209,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,200000,0.1,2.0,1.3109,0.0206,0.01234,-0.2377,0.6218,0.2694,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,200000,0.1,3.0,1.4114,0.02131,0.01327,-0.2361,0.6084,0.3405,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,200000,0.1,4.0,1.5172,0.02123,0.01401,-0.2353,0.5958,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,200000,0.1,5.0,1.6092,0.02246,0.01518,-0.232,0.5811,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,200000,0.1,6.0,1.6914,0.02387,0.01666,-0.2272,0.5653,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,200000,0.1,7.0,1.7723,0.02509,0.01797,-0.2221,0.5485,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,200000,0.1,8.0,1.8476,0.02613,0.01914,-0.216,0.5308,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,200000,0.1,9.0,1.9156,0.027,0.02015,-0.2086,0.5122,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,200000,0.1,10.0,1.9583,0.02855,0.02192,-0.1975,0.4912,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,200000,0.1,11.0,1.9665,0.03172,0.02543,-0.1825,0.4664,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,200000,0.1,12.0,1.9783,0.03602,0.02999,-0.1705,0.4386,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,250000,0.1,0.0,1.1219,0.01708,0.00903,-0.2425,0.634,0.168,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,250000,0.1,1.0,1.2241,0.01738,0.00934,-0.2408,0.6206,0.2092,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,250000,0.1,2.0,1.3284,0.01783,0.00984,-0.2397,0.6079,0.2549,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,250000,0.1,3.0,1.4388,0.01832,0.01042,-0.2399,0.5956,0.3243,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,250000,0.1,4.0,1.5327,0.01811,0.01124,-0.2368,0.5821,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,250000,0.1,5.0,1.6241,0.01923,0.01234,-0.2334,0.5679,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,250000,0.1,6.0,1.7142,0.02028,0.0134,-0.2298,0.553,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,250000,0.1,7.0,1.7983,0.0212,0.0144,-0.2252,0.5367,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,250000,0.1,8.0,1.8684,0.02214,0.01546,-0.2179,0.5193,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,250000,0.1,9.0,1.9227,0.02325,0.01674,-0.2081,0.5001,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,250000,0.1,10.0,1.9718,0.02469,0.01834,-0.198,0.4792,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,250000,0.1,11.0,1.9905,0.02771,0.02166,-0.1846,0.4544,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,250000,0.1,12.0,2.0058,0.03198,0.02613,-0.1728,0.4259,1.0,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,300000,0.1,0.0,1.1204,0.0155,0.00769,-0.2415,0.6217,0.1598,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,300000,0.1,1.0,1.229,0.01574,0.00792,-0.241,0.6097,0.1999,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
e423,300000,0.1,2.0,1.3408,0.01611,0.00825,-0.2413,0.5975,0.2444,0.3280783908,0.3789951647,0.4204687538,0.4671504236,0.4235503462,0.3569623999,0.5968701803,-0.1190523748,0.0814864665,0.0779570308,0.1845264286,0.1366343344,0.1971951677,0.2450091923,0.0,0.0,0.0011711091,0.0005165865,0.0064197071,0.0011595338
