airfoil_id,arquivo_original,formato_dat,arquivo_cst,ordem_cst,chord_original,Au0,Au1,Au2,Au3,Au4,Au5,Au6,Al0,Al1,Al2,Al3,Al4,Al5,Al6,DeltaTE_upper,DeltaTE_lower,RMSE_upper,RMSE_lower,MaxError_upper,MaxError_lower
fx69h083,fx69h083.dat,lednicer,fx69h083_cst.dat,6,1.0000001012,0.1165613210,0.2084299830,0.1300797628,0.2308476100,0.1194887096,0.2092883248,0.0573153369,-0.0659739145,-0.0295924213,-0.0446814353,-0.0557798915,-0.0339730680,-0.0810520577,-0.0806800631,0.0009499998,-0.0009499998,0.0002399135,0.0000993966,0.0006145408,0.0002123587
fx71l150,fx71l150.dat,lednicer,fx71l150_cst.dat,6,0.9989300000,0.1973032731,0.1532027723,0.2430173997,0.1764975999,0.2333497891,0.0191469958,0.1203575123,-0.1973032731,-0.1532027723,-0.2430173997,-0.1764975999,-0.2333497891,-0.0191469958,-0.1203575123,0.0000000000,0.0000000000,0.0007768306,0.0007768306,0.0035783370,0.0035783370
fx73cl2152,fx73cl2152.dat,selig,fx73cl2152_cst.dat,6,0.9989300231,0.2953625048,0.3588682312,0.4919316439,0.0930964245,0.5640091992,0.0965794070,0.6425804744,-0.1982885548,0.0043286022,-0.1071971855,0.1013537790,0.0844840061,0.0975473174,0.4010313264,-0.0004731214,-0.0004731214,0.0005631358,0.0006657838,0.0016032414,0.0026703073
fx74cl5140,fx74cl5140.dat,selig,fx74cl5140_cst.dat,6,0.9989305598,0.2690547387,0.4743800486,0.4532965310,0.4608594437,0.3412387716,0.3482664223,0.5175699095,-0.0860508354,0.1613937681,-0.0746139731,0.2725107894,-0.0719098261,0.3463620742,0.3739397578,-0.0003673263,-0.0003673263,0.0007814809,0.0009267304,0.0017551198,0.0034092094
fx76mp160,fx76mp160.dat,selig,fx76mp160_cst.dat,6,0.9989300105,0.2628418365,0.3807106623,0.3564606536,0.2571061926,0.6499837416,0.2026105423,0.4317899433,-0.1896640773,-0.0202210616,-0.1651931713,0.1242108502,-0.2071143381,0.1151889335,0.1935865432,-0.0004278802,-0.0004278802,0.0005293630,0.0003622652,0.0013135417,0.0018708236
fx77w153,fx77w153.dat,lednicer,fx77w153_cst.dat,6,0.9983950733,0.2270142934,0.4296741059,0.2739174865,0.3099417510,0.0917986091,0.2775354258,0.1057376617,-0.1575319378,0.0134245815,-0.2223409398,0.0891875505,-0.2160583212,0.0033349405,-0.1901303197,0.0009064547,-0.0009064547,0.0004690589,0.0005206350,0.0012972658,0.0020935383
fx78k140,fx78k140.dat,selig,fx78k140_cst.dat,6,0.9989300761,0.1435062295,0.3117091443,0.2471051555,0.2771213950,0.5602222153,0.0964461881,0.1126197486,-0.0966215795,-0.0338889230,-0.1290367025,0.0332799117,-0.2014274494,-0.0113080198,-0.1498854517,0.0000177278,0.0000177278,0.0003977398,0.0002929655,0.0009502504,0.0009415440
goe222,goe222.dat,lednicer,goe222_cst.dat,6,1.0000000000,0.2623170049,0.5200249360,0.1934609298,0.6434922483,0.2498888168,0.5408649433,0.4209920930,-0.1451365191,-0.1240500107,-0.1648844886,0.0924702142,0.0302130906,0.0902290955,0.1685722642,0.0015000000,-0.0015000000,0.0004897056,0.0002643593,0.0010565399,0.0005798958
goe223,goe223.dat,lednicer,goe223_cst.dat,6,1.0000000000,0.2383080932,0.5251337905,0.1191713174,0.7091278711,0.0820392679,0.5635153474,0.2483409962,-0.1311452286,-0.0987530740,-0.2755796019,0.1033842953,-0.1081894429,0.1768161505,0.0757496933,0.0010000000,-0.0010000000,0.0009558822,0.0002480192,0.0018248311,0.0004353754
goe387,goe387.dat,lednicer,goe387_cst.dat,6,1.0000000000,0.2768988923,0.3884271255,0.2677073799,0.4087775512,0.2830127908,0.2959616219,0.2946418897,-0.1685332582,0.0287223004,-0.2059053343,0.1835889964,-0.2179612660,0.1138851788,-0.1014587303,0.0000000000,0.0000000000,0.0002302783,0.0005635101,0.0005567544,0.0015390037
goe398,goe398.dat,lednicer,goe398_cst.dat,6,1.0000000000,0.2993496764,0.2788675409,0.3942906206,0.1554266002,0.4603901924,0.1706357742,0.3417165213,-0.1164020911,-0.0609907135,-0.0431964244,-0.0446620395,-0.0257224687,0.0034654353,-0.0700645105,0.0000000000,0.0000000000,0.0005459501,0.0001940131,0.0014365350,0.0004231943
hs1404,hs1404.dat,selig,hs1404_cst.dat,6,0.9991292196,0.0921909909,0.1249338637,0.1427415982,0.0771613936,0.2318300583,0.1014693567,0.1738035309,-0.0552867564,0.0009198242,0.0965810831,-0.0399923692,0.1049623042,0.0255416646,0.0657678192,0.0015813704,-0.0015813704,0.0001675459,0.0002535035,0.0010923775,0.0013231792
hs1430,hs1430.dat,selig,hs1430_cst.dat,6,0.9991253427,0.4926402929,0.4732452176,0.3761443106,0.5003305698,0.4489069445,0.4641254030,0.6930944651,-0.4480787901,-0.2729365310,-0.3142988491,-0.2320448958,-0.3626224516,-0.2172895031,-0.4215751678,0.0202627160,-0.0202627160,0.0015359810,0.0016467040,0.0090555526,0.0089720717
hs1606,hs1606.dat,selig,hs1606_cst.dat,6,0.9991338698,0.1321653155,0.1832934835,0.2045922613,0.1100120385,0.3366362766,0.1435324659,0.2508195656,-0.0819258223,-0.0108355254,0.1425551424,-0.0714433427,0.1474378945,0.0296346390,0.0875108596,0.0023720335,-0.0023720335,0.0002755166,0.0003579997,0.0017037982,0.0019324950
hs1620,hs1620.dat,selig,hs1620_cst.dat,6,0.9991256590,0.3446277640,0.3870322723,0.2740933786,0.4294818361,0.3351384319,0.3934455239,0.5656133342,-0.2837153836,-0.1072476268,-0.1942960692,-0.0501536718,-0.2152082720,-0.0538375844,-0.1823908017,0.0135068006,-0.0135068006,0.0009535133,0.0011731294,0.0058829701,0.0061426861
hs1708,hs1708.dat,selig,hs1708_cst.dat,6,0.9991360076,0.1718615492,0.2221170768,0.2509111317,0.1347185917,0.4092280092,0.1733666651,0.3034033391,-0.1164817563,0.0124771237,0.0784838359,-0.0094936679,0.0861594590,0.0564769958,0.0767932872,0.0032427660,-0.0032427660,0.0003821162,0.0004860706,0.0024394953,0.0025772627
hs1712,hs1712.dat,selig,hs1712_cst.dat,6,0.9991273348,0.2247388399,0.3101625975,0.1896228872,0.3611223082,0.2331704861,0.3414566821,0.4416136494,-0.1510210238,0.0089634946,-0.0705161200,0.0359464880,-0.0345591564,0.0126852181,0.0572419507,0.0089577962,-0.0089577962,0.0005438115,0.0008240063,0.0032046341,0.0038360499
jx-gs-04,jx-gs-04.dat,selig,jx-gs-04_cst.dat,6,0.9993837094,0.1303689987,0.1632138949,0.0927275131,0.1427000734,0.0476380587,0.1084354989,0.0667940884,-0.0795157761,-0.0468046234,-0.0742848129,0.0095687608,-0.0782432159,-0.0064657513,-0.0457977615,0.0000000000,0.0000000000,0.0001577412,0.0002371141,0.0005337432,0.0015034948
jx-gs-06,jx-gs-06.dat,selig,jx-gs-06_cst.dat,6,0.9994023256,0.1266685216,0.1714347675,0.0766645396,0.1751270915,0.0460087804,0.1234021025,0.0826876381,-0.0762088987,-0.0509826038,-0.0820351022,0.0046617324,-0.0766772837,-0.0084789409,-0.0450862727,0.0000000000,0.0000000000,0.0001391925,0.0002089384,0.0005158965,0.0014002065
jx-gs-10,jx-gs-10.dat,selig,jx-gs-10_cst.dat,6,0.9996600516,0.1253632721,0.1666061750,0.0941657862,0.1703032616,0.0749126076,0.1215958248,0.0947136577,-0.0739377279,-0.0714906250,-0.0592648512,-0.0338245140,-0.0512845572,-0.0287277105,-0.0417683193,0.0000000000,0.0000000000,0.0001034492,0.0001159440,0.0004349476,0.0008505317
jx-gs-15,jx-gs-15.dat,selig,jx-gs-15_cst.dat,6,0.9995333624,0.1186478685,0.1782206146,0.0746803132,0.1950918719,0.0772284112,0.1526541289,0.1104968016,-0.0772138313,-0.0714916091,-0.0683074612,-0.0365834104,-0.0567417937,-0.0314752000,-0.0461813259,0.0000000000,0.0000000000,0.0001671232,0.0001607372,0.0006131833,0.0011052507
kc135winglet,kc135winglet.dat,selig,kc135winglet_cst.dat,6,0.9990150027,0.1657503866,0.1106421010,0.2142681608,0.0906275394,0.2865848769,0.1437490816,0.2457501142,-0.0660879997,-0.0098491202,-0.0975182231,0.0207132847,-0.0974211579,0.0638365892,0.2118806384,0.0023522817,-0.0023522817,0.0003238597,0.0005217695,0.0014507178,0.0022189200
l1003,l1003.dat,selig,l1003_cst.dat,6,1.0000000000,0.2240185104,0.4770865071,0.4533495359,0.4622238279,-0.2128904475,0.3949268393,-0.1188560196,-0.3865787058,0.3033415406,-0.5113376456,0.4333658921,-0.4037144326,0.1910551751,-0.0939008959,0.0000000000,0.0000000000,0.0019022741,0.0006234859,0.0041787989,0.0017148014
la5055,la5055.dat,selig,la5055_cst.dat,6,1.0000000000,0.2570403779,0.4207349868,0.1027969364,0.9467560714,-0.2848055352,0.4220430040,0.0347372954,-0.2547381567,0.1835383534,-0.4378000239,0.4097093484,-0.3841529546,0.1663992378,-0.0657603073,0.0000000000,0.0000000000,0.0008701837,0.0006304699,0.0017225574,0.0012221264
lrn1015,lrn1015.dat,selig,lrn1015_cst.dat,6,0.9983854941,0.2944312369,0.2305612086,0.4469717576,0.0721670016,0.7823999781,-0.0635433411,0.3830079859,-0.1035664053,-0.0181202796,-0.1894130940,0.0743827322,-0.2201227704,-0.0103338679,0.0605964627,-0.0001698498,-0.0001698498,0.0010474134,0.0007916319,0.0051981885,0.0037825057
mh114,mh114.dat,selig,mh114_cst.dat,6,0.9993561422,0.2516403113,0.3534096772,0.2991754096,0.3559468841,0.3915239285,0.3209343544,0.4270253829,-0.1089120985,0.0122631157,-0.0754132046,0.0836744960,0.0344810019,0.0834899648,0.2413184878,-0.0000000000,-0.0000000000,0.0004818122,0.0005769133,0.0022142794,0.0020438267
mh20,mh20.dat,selig,mh20_cst.dat,6,0.9995867972,0.1169082482,0.2429282108,0.0540708657,0.3216109994,0.0467860640,0.1729579804,0.0011220370,-0.0835709609,-0.0846302355,-0.0325114411,-0.0836653049,-0.0552486071,-0.0482623223,-0.1203975748,-0.0000000000,-0.0000000000,0.0002225320,0.0001677509,0.0006895301,0.0006344982
mh22,mh22.dat,selig,mh22_cst.dat,6,0.9995839796,0.1023577963,0.2082226765,0.0403497896,0.2638206762,0.0221339261,0.1282580265,0.0496789547,-0.0733125446,-0.0661279027,-0.0140006649,-0.0677730477,-0.0197750739,-0.0344026443,-0.0580494469,0.0000000000,0.0000000000,0.0001837182,0.0001798882,0.0005132771,0.0008012389
mh24,mh24.dat,selig,mh24_cst.dat,6,0.9994179836,0.1150804437,0.1911521438,0.0572557176,0.2925648381,-0.0034990977,0.3500302936,0.0972642311,-0.0816218867,-0.0885843118,-0.0488041150,-0.1533615623,0.0079925004,-0.2233148759,-0.0590766416,0.0000000000,0.0000000000,0.0001439328,0.0002565915,0.0004124827,0.0011745150
mh26,mh26.dat,selig,mh26_cst.dat,6,0.9994049872,0.1274458528,0.2253455489,0.0589991556,0.3749951979,-0.0233449015,0.4588716912,0.1621440220,-0.0904241038,-0.1086743419,-0.0609486867,-0.1881631583,-0.0024234715,-0.2663945333,-0.1141389098,-0.0000000000,-0.0000000000,0.0002001947,0.0003026894,0.0005420139,0.0013187156
mh27,mh27.dat,selig,mh27_cst.dat,6,0.9993951279,0.1324994415,0.2376317531,0.0641332045,0.3980614706,-0.0158567548,0.4854696082,0.2060563677,-0.0955035239,-0.1235931734,-0.0622557632,-0.2193470663,-0.0013129136,-0.3013219480,-0.1508506390,-0.0000000000,-0.0000000000,0.0002287746,0.0003303380,0.0006023948,0.0013884477
mh30,mh30.dat,selig,mh30_cst.dat,6,0.9996104928,0.1204785613,0.1871699369,0.0804746415,0.2192598320,0.0778485789,0.2098452125,0.0859297652,-0.0788927360,-0.0797063677,-0.0355385460,-0.0706027511,-0.0237603787,-0.0376469231,-0.0071515504,0.0000000000,0.0000000000,0.0002049184,0.0002145662,0.0006713393,0.0011440211
mh32,mh32.dat,selig,mh32_cst.dat,6,0.9994215429,0.1326830438,0.2268299821,0.0905519260,0.2692079338,0.0856341124,0.2478262898,0.1035474796,-0.0854943087,-0.0597760683,-0.0569739488,-0.0348508857,-0.0360613813,-0.0190459658,0.0087337132,-0.0000000000,-0.0000000000,0.0002399273,0.0002769176,0.0007023839,0.0012733390
mh33,mh33.dat,selig,mh33_cst.dat,6,0.9995342944,0.1132156596,0.1541950271,0.0677106611,0.1890812198,0.0481832058,0.1817306009,0.0998997568,-0.0785958211,-0.0918509271,-0.0247366755,-0.1210645554,0.0169102433,-0.1156754487,-0.0162395640,-0.0000000000,-0.0000000000,0.0002005689,0.0002042032,0.0009289652,0.0010318228
mh43,mh43.dat,selig,mh43_cst.dat,6,0.9996067125,0.1240305713,0.1994844470,0.0912961005,0.2392143465,0.0788685957,0.1431504055,0.0444970547,-0.0835073323,-0.0944641506,-0.0254382910,-0.0951519722,-0.0212183619,-0.0544263324,-0.0197563428,-0.0000000000,-0.0000000000,0.0002058837,0.0002326663,0.0007104045,0.0011981582
mh44,mh44.dat,selig,mh44_cst.dat,6,0.9994530062,0.1517127022,0.2033127777,0.1259977609,0.1935175103,0.1172074106,0.1639374186,0.0255848121,-0.0939496777,-0.1174041593,-0.0644637333,-0.0703877945,-0.0943729932,-0.0227311863,-0.1258475302,-0.0000000000,-0.0000000000,0.0004208330,0.0003201314,0.0022319192,0.0013639305
mh45,mh45.dat,selig,mh45_cst.dat,6,0.9994557460,0.1649089464,0.2133238708,0.1240618744,0.2144923787,0.1108900423,0.1208479171,-0.0100322623,-0.0951059567,-0.1169185334,-0.0564275618,-0.0779136660,-0.0659429125,-0.0348701086,-0.0811023344,0.0000000000,0.0000000000,0.0002406711,0.0002855265,0.0010157103,0.0011246920
mh60,mh60.dat,selig,mh60_cst.dat,6,0.9994408442,0.1571376979,0.2394218263,0.0962232036,0.2592976666,0.0893746072,0.1554396655,-0.0225910577,-0.0986973894,-0.1093530416,-0.0706535944,-0.0646807329,-0.0805797400,-0.0288603784,-0.0886596146,-0.0000000000,-0.0000000000,0.0003004506,0.0003627796,0.0013702764,0.0017088337
mh61,mh61.dat,selig,mh61_cst.dat,6,0.9995834132,0.1266787433,0.2319807822,0.0921992506,0.2694140204,0.0813136427,0.1606030779,-0.0475679788,-0.0897289406,-0.1346066304,-0.0643832766,-0.0970193268,-0.0832748810,-0.0469088612,-0.1160367716,0.0000000000,0.0000000000,0.0002329159,0.0001935346,0.0007697756,0.0006886268
mh70,mh70.dat,selig,mh70_cst.dat,6,0.9995962639,0.2136278595,0.2598241485,0.1805237357,0.2626203951,0.1925735123,0.1792967154,0.1163398022,-0.0935131901,-0.0772396481,-0.0577786218,-0.0490223115,-0.0278131999,-0.0462339196,0.0069051439,0.0000000000,0.0000000000,0.0005173326,0.0002401096,0.0026737365,0.0010223552
mh91,mh91.dat,selig,mh91_cst.dat,6,0.9996067316,0.2471097721,0.3106589246,0.1537874220,0.2774118589,0.1052005581,0.1765234318,0.0140629590,-0.1422035669,-0.1430814254,-0.1970461208,-0.1178347866,-0.1839749553,-0.1898042461,-0.0885221813,-0.0000000000,-0.0000000000,0.0004800837,0.0005631949,0.0021349793,0.0022924254
naca0008,naca0008.dat,selig,naca0008_cst.dat,6,1.0000000000,0.1147163754,0.1015542892,0.1120384258,0.0872906972,0.1022427842,0.0882744276,0.0957142744,-0.1147163754,-0.1015542892,-0.1120384258,-0.0872906972,-0.1022427842,-0.0882744276,-0.0957142744,0.0008400000,-0.0008400000,0.0000217922,0.0000217922,0.0000572580,0.0000572580
naca0010,naca0010.dat,selig,naca0010_cst.dat,6,1.0000000000,0.1433217714,0.1272508577,0.1393567688,0.1103458951,0.1265260777,0.1109999953,0.1196227805,-0.1433217714,-0.1272508577,-0.1393567688,-0.1103458951,-0.1265260777,-0.1109999953,-0.1196227805,0.0010500000,-0.0010500000,0.0000258714,0.0000258714,0.0000693878,0.0000693878
naca0015,naca0015.dat,selig,naca0015_cst.dat,6,1.0000000000,0.2150486190,0.1906564581,0.2095000979,0.1645051913,0.1909125282,0.1657322757,0.1795247786,-0.2150486190,-0.1906564581,-0.2095000979,-0.1645051913,-0.1909125282,-0.1657322757,-0.1795247786,0.0015800000,-0.0015800000,0.0000375378,0.0000375378,0.0000988651,0.0000988651
naca0018,naca0018.dat,selig,naca0018_cst.dat,6,1.0000000000,0.2581170742,0.2286757683,0.2514970123,0.1973976118,0.2291889873,0.1987301702,0.2156755969,-0.2581170742,-0.2286757683,-0.2514970123,-0.1973976118,-0.2291889873,-0.1987301702,-0.2156755969,0.0018900000,-0.0018900000,0.0000448191,0.0000448191,0.0001195471,0.0001195471
naca1408,naca1408.dat,selig,naca1408_cst.dat,6,1.0000000000,0.1220077886,0.1268454354,0.1383237380,0.1165978238,0.1282575945,0.1225229787,0.1287171796,-0.1078201295,-0.0762436115,-0.0855535519,-0.0582837086,-0.0759613511,-0.0540032347,-0.0632750439,0.0008400000,-0.0008400000,0.0000168243,0.0000349833,0.0000457496,0.0000746879
naca1410,naca1410.dat,selig,naca1410_cst.dat,6,1.0000000000,0.1521983160,0.1498734650,0.1700493521,0.1337971742,0.1580444097,0.1420678728,0.1538630690,-0.1347194247,-0.1072906453,-0.0945164396,-0.1214698693,-0.0575715722,-0.1029801877,-0.0774539850,0.0010500000,-0.0010500000,0.0000300738,0.0001638707,0.0000932155,0.0004754198
naca1412,naca1412.dat,selig,naca1412_cst.dat,6,1.0000000000,0.1828332384,0.1721353381,0.2025587861,0.1505300379,0.1877883497,0.1618917331,0.1787161595,-0.1620434096,-0.1319917972,-0.1342051330,-0.1104244694,-0.1202591817,-0.1014632750,-0.1094911373,0.0012600000,-0.0012600000,0.0000479666,0.0000247871,0.0001491450,0.0000410672
naca23012,naca23012.dat,selig,naca23012_cst.dat,6,0.9999550777,0.2150975789,0.2397002551,0.1253963515,0.2272585823,0.1274191766,0.1760826512,0.1561665055,-0.1471230738,-0.0234369278,-0.2774526180,0.0391472966,-0.2353806875,-0.0600867162,-0.1403802195,0.0012601458,-0.0012601458,0.0009923152,0.0006219147,0.0044536638,0.0031869530
naca23015,naca23015.dat,selig,naca23015_cst.dat,6,1.0000000000,0.2991015623,0.2242527431,0.2609192156,0.1676551052,0.2463498634,0.1711412861,0.2093300627,-0.1454865185,-0.1217125908,-0.2172548068,-0.0917587073,-0.1938897046,-0.1267432758,-0.1621489642,0.0016000000,-0.0016000000,0.0003296431,0.0001736001,0.0009493804,0.0005151435
naca2408,naca2408.dat,selig,naca2408_cst.dat,6,1.0000000000,0.1280380083,0.1557599669,0.1587621614,0.1522927561,0.1492127086,0.1598318327,0.1602079339,-0.1011510764,-0.0509319767,-0.0589110022,-0.0295561350,-0.0495707188,-0.0198561026,-0.0308381127,0.0008400000,-0.0008400000,0.0000777087,0.0000547588,0.0002463870,0.0001021230
naca2410,naca2410.dat,selig,naca2410_cst.dat,6,1.0000000000,0.1614271290,0.1723870120,0.2006634599,0.1580647635,0.1878552440,0.1747840704,0.1872675905,-0.1271332187,-0.0807478870,-0.0802865819,-0.0594031505,-0.0682374497,-0.0455054860,-0.0533543366,0.0010500000,-0.0010500000,0.0000392956,0.0000459240,0.0001211416,0.0000828491
naca2412,naca2412.dat,selig,naca2412_cst.dat,6,1.0000000000,0.1935330824,0.1922894860,0.2382192599,0.1656385493,0.2281745940,0.1869898545,0.2162466358,-0.1525668191,-0.1113021380,-0.0992582499,-0.0940230738,-0.0793243228,-0.0763484658,-0.0716473144,0.0013000000,-0.0013000000,0.0000557931,0.0000634771,0.0001153528,0.0001278097
naca2415,naca2415.dat,selig,naca2415_cst.dat,6,1.0000000000,0.2437226052,0.2187947906,0.2975043154,0.1793991848,0.2813474412,0.2123853649,0.2557877087,-0.1890963536,-0.1602126764,-0.1254665397,-0.1437907674,-0.1056960075,-0.1148391354,-0.1048073171,0.0016000000,-0.0016000000,0.0001257904,0.0000642921,0.0003524598,0.0001177743
naca2421,naca2421.dat,selig,naca2421_cst.dat,6,1.0000000000,0.3487802602,0.2671236853,0.4199855052,0.2026252734,0.3928871992,0.2588651656,0.3379716328,-0.2592519048,-0.2643405737,-0.1658791170,-0.2626404658,-0.1355463041,-0.2084591210,-0.1632190982,0.0022000000,-0.0022000000,0.0002694225,0.0001560641,0.0007831369,0.0004670298
naca4412,naca4412.dat,selig,naca4412_cst.dat,6,1.0000000000,0.2174891354,0.2306487446,0.3082746153,0.2060731551,0.2919304595,0.2512793912,0.2854345566,-0.1350262882,-0.0692863422,-0.0352534196,-0.0450000204,-0.0234964919,-0.0091590492,-0.0078385004,0.0013000000,-0.0013000000,0.0000890711,0.0000834260,0.0002470560,0.0001760298
naca4415,naca4415.dat,selig,naca4415_cst.dat,6,0.9989304541,0.2522355524,0.2936233877,0.3106489776,0.2691934916,0.3344033122,0.2629468575,0.3695822504,-0.1808816139,-0.0980823711,-0.1125555792,-0.0258086723,-0.1322202407,0.0128640191,-0.1008575799,-0.0000695642,-0.0000695642,0.0002542321,0.0004193084,0.0014362062,0.0024867437
naca4421,naca4421.dat,selig,naca4421_cst.dat,6,1.0000000000,0.3984621752,0.2628316837,0.5547370662,0.1655450002,0.5238464960,0.2870736891,0.4257774822,-0.2228605388,-0.2437560136,-0.0749541018,-0.2424393295,-0.0562233278,-0.1509188676,-0.0955264065,0.0022000000,-0.0022000000,0.0004791464,0.0001979262,0.0014970713,0.0005587653
